--------- beginning of main
07-12 18:55:29.509  6885  6885 I zygote  : Late-enabling -Xcheck:jni
07-12 18:55:29.773  6885  6885 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 18:58:48.336  6885  6885 D NearbyFragment: 20200312_151044!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 18:58:48.336  6885  6885 V NearbyFragment: Received a segment of 20200312_151044
07-12 18:58:48.338  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:58:48.339  6885  6885 W NearbyFragment: Sending 20200312_151044!002.mp4 to Galaxy S8 [2802]
07-12 18:58:48.345  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:58:48.356  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:58:53.408  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:58:53.488  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@666ee19)
07-12 18:58:53.488  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_151044!002.mp4
07-12 18:58:53.489  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:58:53.493  6885  6885 V FileManager: External storage is readable
07-12 18:58:53.494  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_151044
07-12 18:58:53.494  6885  6885 D NearbyFragment: Summarising 20200312_151044!003.mp4
07-12 18:58:53.494  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_151044/20200312_151044!003.mp4
07-12 18:58:53.500  6885  6885 V VideoManager: videoFromCursor
07-12 18:58:53.502  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 18:58:53.503  6885  6885 V RawFootageEventHandler: onRemove
07-12 18:58:53.535  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:58:55.066  6885  7719 W Summariser: No activity detected
07-12 18:58:55.067  6885  7719 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_151044/20200312_151044!001.mp4
07-12 18:58:55.166  6885  7719 W Summariser: Summarisation completed
07-12 18:58:55.166  6885  7719 W Summariser:   filename: 20200312_151044!001.mp4
07-12 18:58:55.166  6885  7719 W Summariser:   active sections: 0
07-12 18:58:55.166  6885  7719 W Summariser:   time: 09.255s
07-12 18:58:55.166  6885  7719 W Summariser:   original duration: 16.02
07-12 18:58:55.166  6885  7719 W Summariser:   summarised duration: -1.00
07-12 18:58:55.166  6885  7719 W Summariser:   noise tolerance: 45.00
07-12 18:58:55.166  6885  7719 W Summariser:   quality: 23
07-12 18:58:55.166  6885  7719 W Summariser:   speed: medium
07-12 18:58:55.166  6885  7719 W Summariser:   freeze duration: 1.00
07-12 18:58:55.167  6885  7719 V NearbyFragment: Received a segment of 20200312_151044
07-12 18:58:55.167  6885  7719 V ProcessingVideosEventHandler: onRemove
07-12 18:58:55.174  6885  7719 V SummariserIntentService: onHandleIntent
07-12 18:58:55.176  6885  7719 D SummariserIntentService: Video{id='1938', data='/storage/emulated/0/Movies/segment/20200312_151044/20200312_151044!003.mp4', name='20200312_151044!003.mp4', size=12683996, visible=true, mimeType='video/mp4'}
07-12 18:58:55.176  6885  7719 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_151044/20200312_151044!003.mp4
07-12 18:58:55.177  6885  7719 I FfmpegTools: Running ffmpeg with:
07-12 18:58:55.177  6885  7719 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_151044/20200312_151044!003.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_151044!003.txt -f null -
07-12 18:58:55.215  6885  6907 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 18:58:55.215  6885  6907 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 18:58:55.356  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x948c0720] sws_param option is deprecated and ignored
07-12 18:58:55.833  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@7e15aea)
07-12 18:58:55.833  6885  6885 D NearbyFragment: 20200312_151044!002.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 18:58:55.834  6885  6885 V NearbyFragment: Received a segment of 20200312_151044
07-12 18:58:55.834  6885  6885 I NearbyFragment: Transfer queue is empty
07-12 18:58:55.848  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:01.024  6885  7719 W Summariser: No activity detected
07-12 18:59:01.025  6885  7719 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_151044/20200312_151044!003.mp4
07-12 18:59:01.121  6885  7719 W Summariser: Summarisation completed
07-12 18:59:01.121  6885  7719 W Summariser:   filename: 20200312_151044!003.mp4
07-12 18:59:01.121  6885  7719 W Summariser:   active sections: 0
07-12 18:59:01.121  6885  7719 W Summariser:   time: 05.849s
07-12 18:59:01.121  6885  7719 W Summariser:   original duration: 12.03
07-12 18:59:01.121  6885  7719 W Summariser:   summarised duration: -1.00
07-12 18:59:01.121  6885  7719 W Summariser:   noise tolerance: 45.00
07-12 18:59:01.121  6885  7719 W Summariser:   quality: 23
07-12 18:59:01.121  6885  7719 W Summariser:   speed: medium
07-12 18:59:01.121  6885  7719 W Summariser:   freeze duration: 1.00
07-12 18:59:01.122  6885  7719 D NearbyFragment: Received all summarised video segments of 20200312_151044
07-12 18:59:01.125  6885  7719 V FileManager: External storage is readable
07-12 18:59:01.125  6885  7719 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_151044
07-12 18:59:01.126  6885  7719 D FfmpegTools: Merging /storage/emulated/0/Movies/summarised/20200312_151044.mp4
07-12 18:59:01.127  6885  7719 D FfmpegTools: No split videos to merge
07-12 18:59:01.127  6885  7719 V RawFootageEventHandler: removeByName
07-12 18:59:01.128  6885  7719 V ProcessingVideosEventHandler: removeByName
07-12 18:59:01.129  6885  7719 V NearbyFragment: Removing video segment map for 20200312_151044
07-12 18:59:01.129  6885  7719 V ProcessingVideosEventHandler: onRemove
07-12 18:59:01.157  6885  6906 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 18:59:01.157  6885  6906 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 18:59:11.752  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_193528.mp4
07-12 18:59:11.762  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:11.796  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:11.799  6885  7213 W DashDownloadManager: Successfully downloaded 20200312_193528.mp4 in 28.388s
07-12 18:59:11.800  6885  7213 V DownloadTestVideosTask: Entering callback for download completion of 20200312_193528.mp4
07-12 18:59:11.802  6885  7213 V RawFootageEventHandler: onAdd
07-12 18:59:11.807  6885  7213 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_193528.mp4
07-12 18:59:11.826  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f10ae00] Found duplicated MOOV Atom. Skipped it
07-12 18:59:11.901  6885  7213 V FileManager: External storage is readable
07-12 18:59:11.902  6885  7213 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_193528
07-12 18:59:11.902  6885  7213 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_193528.mp4 with 16s long segments
07-12 18:59:11.903  6885  7213 I FfmpegTools: Running ffmpeg with:
07-12 18:59:11.903  6885  7213 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_193528.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!%03d.mp4
07-12 18:59:11.921  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f133c00] Found duplicated MOOV Atom. Skipped it
07-12 18:59:13.668  6885  7213 V FileManager: External storage is readable
07-12 18:59:13.668  6885  7213 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_193528
07-12 18:59:13.668  6885  7213 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_193528
07-12 18:59:13.669  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!000.mp4
07-12 18:59:13.677  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:13.803  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:13.806  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!001.mp4
07-12 18:59:13.811  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:13.837  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:13.839  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!002.mp4
07-12 18:59:13.844  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:13.871  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:13.873  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!003.mp4
07-12 18:59:13.878  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:13.903  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:13.906  6885  7213 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:13.908  6885  7213 W NearbyFragment: Sending 20200312_193528!000.mp4 to Galaxy S8 [2802]
07-12 18:59:13.939  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:14.912  6885  7213 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 18:59:14.914  6885  7213 V DashDownloadManager: Started downloading: 20200312_193628.mp4
07-12 18:59:17.919  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:17.971  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@8a40153)
07-12 18:59:17.971  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_193528!000.mp4
07-12 18:59:17.972  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:17.977  6885  6885 V FileManager: External storage is readable
07-12 18:59:17.978  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/segment-sum/20200312_193528
07-12 18:59:17.978  6885  6885 D NearbyFragment: Summarising 20200312_193528!001.mp4
07-12 18:59:17.978  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!001.mp4
07-12 18:59:17.987  6885  6885 V VideoManager: videoFromCursor
07-12 18:59:17.989  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 18:59:17.990  6885  6885 V RawFootageEventHandler: onRemove
07-12 18:59:18.008  6885  7794 V SummariserIntentService: onHandleIntent
07-12 18:59:18.010  6885  7794 D SummariserIntentService: Video{id='1942', data='/storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!001.mp4', name='20200312_193528!001.mp4', size=16834944, visible=true, mimeType='video/mp4'}
07-12 18:59:18.010  6885  7794 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_193528/20200312_193528!001.mp4
07-12 18:59:18.012  6885  7794 I FfmpegTools: Running ffmpeg with:
07-12 18:59:18.012  6885  7794 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!001.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_193528!001.txt -f null -
07-12 18:59:18.025  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:18.163  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x948c2a60] sws_param option is deprecated and ignored
07-12 18:59:20.282  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@7e35faf)
07-12 18:59:20.283  6885  6885 D NearbyFragment: 20200312_193528!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 18:59:20.283  6885  6885 V NearbyFragment: Received a segment of 20200312_193528
07-12 18:59:20.284  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:20.285  6885  6885 W NearbyFragment: Sending 20200312_193528!002.mp4 to Galaxy S8 [2802]
07-12 18:59:20.297  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:20.300  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:25.551  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:25.593  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@d7e529a)
07-12 18:59:25.593  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_193528!002.mp4
07-12 18:59:25.594  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:25.598  6885  6885 V FileManager: External storage is readable
07-12 18:59:25.599  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_193528
07-12 18:59:25.599  6885  6885 D NearbyFragment: Summarising 20200312_193528!003.mp4
07-12 18:59:25.599  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!003.mp4
07-12 18:59:25.605  6885  6885 V VideoManager: videoFromCursor
07-12 18:59:25.607  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 18:59:25.607  6885  6885 V RawFootageEventHandler: onRemove
07-12 18:59:25.645  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:27.028  6885  7794 W Summariser: No activity detected
07-12 18:59:27.030  6885  7794 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!001.mp4
07-12 18:59:27.101  6885  7794 W Summariser: Summarisation completed
07-12 18:59:27.101  6885  7794 W Summariser:   filename: 20200312_193528!001.mp4
07-12 18:59:27.101  6885  7794 W Summariser:   active sections: 0
07-12 18:59:27.101  6885  7794 W Summariser:   time: 09.019s
07-12 18:59:27.101  6885  7794 W Summariser:   original duration: 16.01
07-12 18:59:27.101  6885  7794 W Summariser:   summarised duration: -1.00
07-12 18:59:27.101  6885  7794 W Summariser:   noise tolerance: 45.00
07-12 18:59:27.101  6885  7794 W Summariser:   quality: 23
07-12 18:59:27.101  6885  7794 W Summariser:   speed: medium
07-12 18:59:27.101  6885  7794 W Summariser:   freeze duration: 1.00
07-12 18:59:27.101  6885  7794 V NearbyFragment: Received a segment of 20200312_193528
07-12 18:59:27.101  6885  7794 V ProcessingVideosEventHandler: onRemove
07-12 18:59:27.111  6885  7794 V SummariserIntentService: onHandleIntent
07-12 18:59:27.112  6885  7794 D SummariserIntentService: Video{id='1944', data='/storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!003.mp4', name='20200312_193528!003.mp4', size=12631917, visible=true, mimeType='video/mp4'}
07-12 18:59:27.112  6885  7794 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_193528/20200312_193528!003.mp4
07-12 18:59:27.114  6885  7794 I FfmpegTools: Running ffmpeg with:
07-12 18:59:27.114  6885  7794 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!003.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_193528!003.txt -f null -
07-12 18:59:27.141  6885  6906 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 18:59:27.141  6885  6906 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 18:59:27.293  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0x94bedb00] sws_param option is deprecated and ignored
07-12 18:59:28.003  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@cd995a7)
07-12 18:59:28.004  6885  6885 D NearbyFragment: 20200312_193528!002.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 18:59:28.004  6885  6885 V NearbyFragment: Received a segment of 20200312_193528
07-12 18:59:28.004  6885  6885 I NearbyFragment: Transfer queue is empty
07-12 18:59:28.022  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:33.013  6885  7794 W Summariser: No activity detected
07-12 18:59:33.014  6885  7794 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_193528/20200312_193528!003.mp4
07-12 18:59:33.112  6885  7794 W Summariser: Summarisation completed
07-12 18:59:33.112  6885  7794 W Summariser:   filename: 20200312_193528!003.mp4
07-12 18:59:33.112  6885  7794 W Summariser:   active sections: 0
07-12 18:59:33.112  6885  7794 W Summariser:   time: 05.901s
07-12 18:59:33.112  6885  7794 W Summariser:   original duration: 12.01
07-12 18:59:33.112  6885  7794 W Summariser:   summarised duration: -1.00
07-12 18:59:33.112  6885  7794 W Summariser:   noise tolerance: 45.00
07-12 18:59:33.112  6885  7794 W Summariser:   quality: 23
07-12 18:59:33.112  6885  7794 W Summariser:   speed: medium
07-12 18:59:33.112  6885  7794 W Summariser:   freeze duration: 1.00
07-12 18:59:33.113  6885  7794 D NearbyFragment: Received all summarised video segments of 20200312_193528
07-12 18:59:33.116  6885  7794 V FileManager: External storage is readable
07-12 18:59:33.117  6885  7794 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_193528
07-12 18:59:33.117  6885  7794 D FfmpegTools: Merging /storage/emulated/0/Movies/summarised/20200312_193528.mp4
07-12 18:59:33.117  6885  7794 D FfmpegTools: No split videos to merge
07-12 18:59:33.118  6885  7794 V RawFootageEventHandler: removeByName
07-12 18:59:33.118  6885  7794 V ProcessingVideosEventHandler: removeByName
07-12 18:59:33.119  6885  7794 V NearbyFragment: Removing video segment map for 20200312_193528
07-12 18:59:33.119  6885  7794 V ProcessingVideosEventHandler: onRemove
07-12 18:59:33.156  6885  6907 D SummariserIntentService: Scanned /storage/emulated/0/Movies/summarised
07-12 18:59:33.156  6885  6907 D SummariserIntentService:   -> uri=content://media/external/file/1858
07-12 18:59:41.892  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_193628.mp4
07-12 18:59:41.918  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:41.963  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:41.966  6885  7213 W DashDownloadManager: Successfully downloaded 20200312_193628.mp4 in 26.976s
07-12 18:59:41.967  6885  7213 V DownloadTestVideosTask: Entering callback for download completion of 20200312_193628.mp4
07-12 18:59:41.968  6885  7213 V RawFootageEventHandler: onAdd
07-12 18:59:41.979  6885  7213 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_193628.mp4
07-12 18:59:41.997  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f133c00] Found duplicated MOOV Atom. Skipped it
07-12 18:59:42.111  6885  7213 V FileManager: External storage is readable
07-12 18:59:42.111  6885  7213 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_193628
07-12 18:59:42.112  6885  7213 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_193628.mp4 with 16s long segments
07-12 18:59:42.113  6885  7213 I FfmpegTools: Running ffmpeg with:
07-12 18:59:42.113  6885  7213 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_193628.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!%03d.mp4
07-12 18:59:42.131  6885  7254 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x8f54ca00] Found duplicated MOOV Atom. Skipped it
07-12 18:59:42.248  6885  6897 I zygote  : Background concurrent copying GC freed 89269(3MB) AllocSpace objects, 0(0B) LOS objects, 49% free, 3MB/6MB, paused 91us total 121.541ms
07-12 18:59:43.399  6885  7213 V FileManager: External storage is readable
07-12 18:59:43.400  6885  7213 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_193628
07-12 18:59:43.400  6885  7213 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_193628
07-12 18:59:43.401  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!000.mp4
07-12 18:59:43.408  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:43.506  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:43.508  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!001.mp4
07-12 18:59:43.512  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:43.552  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:43.554  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!002.mp4
07-12 18:59:43.558  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:43.580  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:43.582  6885  7213 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!003.mp4
07-12 18:59:43.587  6885  7213 D VideoManager: videoCursor is null
07-12 18:59:43.609  6885  7213 V VideoManager: videoFromCursor
07-12 18:59:43.612  6885  7213 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:43.613  6885  7213 W NearbyFragment: Sending 20200312_193628!000.mp4 to Galaxy S8 [2802]
07-12 18:59:43.625  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:44.617  6885  7213 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 18:59:44.621  6885  7213 V DashDownloadManager: Started downloading: 20200312_193728.mp4
07-12 18:59:47.490  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:47.628  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@4420fec)
07-12 18:59:47.630  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_193628!000.mp4
07-12 18:59:47.635  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:47.647  6885  6885 V FileManager: External storage is readable
07-12 18:59:47.650  6885  6885 V FileManager: Created new directory: /storage/emulated/0/Movies/segment-sum/20200312_193628
07-12 18:59:47.651  6885  6885 D NearbyFragment: Summarising 20200312_193628!001.mp4
07-12 18:59:47.651  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!001.mp4
07-12 18:59:47.660  6885  6885 V VideoManager: videoFromCursor
07-12 18:59:47.663  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 18:59:47.665  6885  6885 V RawFootageEventHandler: onRemove
07-12 18:59:47.672  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:47.687  6885  7875 V SummariserIntentService: onHandleIntent
07-12 18:59:47.690  6885  7875 D SummariserIntentService: Video{id='1948', data='/storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!001.mp4', name='20200312_193628!001.mp4', size=16831997, visible=true, mimeType='video/mp4'}
07-12 18:59:47.690  6885  7875 D SummariserIntentService: /storage/emulated/0/Movies/segment-sum/20200312_193628/20200312_193628!001.mp4
07-12 18:59:47.693  6885  7875 I FfmpegTools: Running ffmpeg with:
07-12 18:59:47.693  6885  7875 I FfmpegTools:   -y -i /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!001.mp4 -vf freezedetect=n=-45.000000dB:d=1.000000,metadata=mode=print:file=/storage/emulated/0/Movies/raw/20200312_193628!001.txt -f null -
07-12 18:59:47.859  6885  7254 W mobile-ffmpeg: [graph 0 input from stream 0:0 @ 0xa6d799a0] sws_param option is deprecated and ignored
07-12 18:59:50.121  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@c363ed8)
07-12 18:59:50.121  6885  6885 D NearbyFragment: 20200312_193628!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 18:59:50.122  6885  6885 V NearbyFragment: Received a segment of 20200312_193628
07-12 18:59:50.122  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:50.124  6885  6885 W NearbyFragment: Sending 20200312_193628!002.mp4 to Galaxy S8 [2802]
07-12 18:59:50.137  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:50.186  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:55.561  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:55.607  6885  6885 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@efd3697)
07-12 18:59:55.607  6885  6885 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_193628!002.mp4
07-12 18:59:55.608  6885  6885 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 18:59:55.612  6885  6885 V FileManager: External storage is readable
07-12 18:59:55.612  6885  6885 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment-sum/20200312_193628
07-12 18:59:55.613  6885  6885 D NearbyFragment: Summarising 20200312_193628!003.mp4
07-12 18:59:55.613  6885  6885 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!003.mp4
07-12 18:59:55.618  6885  6885 V VideoManager: videoFromCursor
07-12 18:59:55.620  6885  6885 V ProcessingVideosEventHandler: onAdd
07-12 18:59:55.620  6885  6885 V RawFootageEventHandler: onRemove
07-12 18:59:55.710  6885  6885 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 18:59:56.125  6885  7875 W Summariser: No activity detected
07-12 18:59:56.127  6885  7875 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/segment/20200312_193628/20200312_193628!001.mp4
07-12 18:59:56.226  6885  7875 W Summariser: Summarisation completed
07-12 18:59:56.226  6885  7875 W Summariser:   filename: 20200312_193628!001.mp4
07-12 18:59:56.226  6885  7875 W Summariser:   active sections: 0
07-12 18:59:56.226  6885  7875 W Summariser:   time: 08.437s
07-12 18:59:56.226  6885  7875 W Summariser:   original duration: 16.01
